Date,España,Colombia
2021-08-27 00:00:00+00:00,4831809,4901163
2021-08-28 00:00:00+00:00,4831809,4903304
2021-08-29 00:00:00+00:00,4831809,4905258
2021-08-30 00:00:00+00:00,4847298,4907264
2021-08-31 00:00:00+00:00,4855065,4909086
2021-09-01 00:00:00+00:00,4861883,4911082
2021-09-02 00:00:00+00:00,4871444,4913031
2021-09-03 00:00:00+00:00,4877755,4914881
2021-09-04 00:00:00+00:00,4877755,4916980
2021-09-05 00:00:00+00:00,4877755,4918649
2021-09-06 00:00:00+00:00,4887112,4919773
2021-09-07 00:00:00+00:00,4892640,4921410
2021-09-08 00:00:00+00:00,4898258,4923197
2021-09-09 00:00:00+00:00,4903021,4925000
2021-09-10 00:00:00+00:00,4907461,4926772
2021-09-11 00:00:00+00:00,4907461,4928578
2021-09-12 00:00:00+00:00,4907461,4930249
2021-09-13 00:00:00+00:00,4915265,4931563
2021-09-14 00:00:00+00:00,4918526,4932998
2021-09-15 00:00:00+00:00,4922249,4934568
2021-09-16 00:00:00+00:00,4926324,4936052
2021-09-17 00:00:00+00:00,4929546,4937596
2021-09-18 00:00:00+00:00,4929546,4939251
2021-09-19 00:00:00+00:00,4929546,4941064
2021-09-20 00:00:00+00:00,4935534,4942249
2021-09-21 00:00:00+00:00,4937984,4943622
2021-09-22 00:00:00+00:00,4940824,4945203
2021-09-23 00:00:00+00:00,4943855,4946811
2021-09-24 00:00:00+00:00,4946601,4948513
2021-09-25 00:00:00+00:00,4946601,4950253
2021-09-26 00:00:00+00:00,4946601,4951675
2021-09-27 00:00:00+00:00,4951640,4952690
2021-09-28 00:00:00+00:00,4953930,4954376
2021-09-29 00:00:00+00:00,4956691,4955848
2021-09-30 00:00:00+00:00,4959091,4957277
2021-10-01 00:00:00+00:00,4961128,4959144
2021-10-02 00:00:00+00:00,4961128,4960641
2021-10-03 00:00:00+00:00,4961128,4962054
2021-10-04 00:00:00+00:00,4965399,4963243
2021-10-05 00:00:00+00:00,4967200,4964454
2021-10-06 00:00:00+00:00,4969503,4965847
2021-10-07 00:00:00+00:00,4971310,4967524
2021-10-08 00:00:00+00:00,4973619,4969131
2021-10-09 00:00:00+00:00,4973619,4970718
2021-10-10 00:00:00+00:00,4973619,4972236
2021-10-11 00:00:00+00:00,4977448,4973325
2021-10-12 00:00:00+00:00,4977448,4974400
2021-10-13 00:00:00+00:00,4980206,4975656
2021-10-14 00:00:00+00:00,4982138,4977043
2021-10-15 00:00:00+00:00,4984386,4978689
2021-10-16 00:00:00+00:00,4984386,4980233
2021-10-17 00:00:00+00:00,4984386,4981532
2021-10-18 00:00:00+00:00,4988878,4982575
2021-10-19 00:00:00+00:00,4990767,4983527
2021-10-20 00:00:00+00:00,4993295,4984751
2021-10-21 00:00:00+00:00,4995176,4986249
2021-10-22 00:00:00+00:00,4997732,4988021
2021-10-23 00:00:00+00:00,4997732,4989681
2021-10-24 00:00:00+00:00,4997732,4991050
2021-10-25 00:00:00+00:00,5002217,4992586
2021-10-26 00:00:00+00:00,5004143,4994014
2021-10-27 00:00:00+00:00,5006675,4995694
2021-10-28 00:00:00+00:00,5008887,4997444
2021-10-29 00:00:00+00:00,5011148,4999048
2021-10-30 00:00:00+00:00,5011148,5000677
2021-10-31 00:00:00+00:00,5011148,5002387
2021-11-01 00:00:00+00:00,5011148,5003977
2021-11-02 00:00:00+00:00,5016968,5005402
2021-11-03 00:00:00+00:00,5019255,5007099
2021-11-04 00:00:00+00:00,5022546,5009007
2021-11-05 00:00:00+00:00,5025639,5010982
2021-11-06 00:00:00+00:00,5025639,5012981
2021-11-07 00:00:00+00:00,5025639,5015042
2021-11-08 00:00:00+00:00,5032056,5016959
2021-11-09 00:00:00+00:00,5032056,5019158
2021-11-10 00:00:00+00:00,5038517,5021619
2021-11-11 00:00:00+00:00,5042803,5024263
2021-11-12 00:00:00+00:00,5047156,5026822
2021-11-13 00:00:00+00:00,5047156,5029335
2021-11-14 00:00:00+00:00,5047156,5031945
2021-11-15 00:00:00+00:00,5056954,5034266
2021-11-16 00:00:00+00:00,5061045,5036287
2021-11-17 00:00:00+00:00,5067712,5038544
2021-11-18 00:00:00+00:00,5074027,5040665
2021-11-19 00:00:00+00:00,5080663,5042822
2021-11-20 00:00:00+00:00,5080663,5045412
2021-11-21 00:00:00+00:00,5080663,5048061
2021-11-22 00:00:00+00:00,5096538,5050255
2021-11-23 00:00:00+00:00,5103315,5052733
2021-11-24 00:00:00+00:00,5111842,5055253
2021-11-25 00:00:00+00:00,5121100,5057897
2021-11-26 00:00:00+00:00,5131012,5060557
2021-11-27 00:00:00+00:00,5131012,5063177
2021-11-28 00:00:00+00:00,5131012,5065373
2021-11-29 00:00:00+00:00,5153923,5067348
2021-11-30 00:00:00+00:00,5164184,5069644
2021-12-01 00:00:00+00:00,5174720,5071817
2021-12-02 00:00:00+00:00,5189220,5074079
2021-12-03 00:00:00+00:00,5202958,5076378
2021-12-04 00:00:00+00:00,5202958,5078987
2021-12-05 00:00:00+00:00,5202958,5081064
2021-12-06 00:00:00+00:00,5202958,5082762
2021-12-07 00:00:00+00:00,5246766,5084466
2021-12-08 00:00:00+00:00,5246766,5086381
2021-12-09 00:00:00+00:00,5273178,5088008
2021-12-10 00:00:00+00:00,5290273,5089695
2021-12-11 00:00:00+00:00,5290190,5091508
2021-12-12 00:00:00+00:00,5290190,5093534
2021-12-13 00:00:00+00:00,5339992,5095821
2021-12-14 00:00:00+00:00,5366128,5097680
2021-12-15 00:00:00+00:00,5393268,5099746
2021-12-16 00:00:00+00:00,5422168,5101466
2021-12-17 00:00:00+00:00,5455527,5103269
2021-12-18 00:00:00+00:00,5455527,5105285
2021-12-19 00:00:00+00:00,5455527,5107323
2021-12-20 00:00:00+00:00,5535231,5109022
2021-12-21 00:00:00+00:00,5585054,5110788
2021-12-22 00:00:00+00:00,5645095,5112719
2021-12-23 00:00:00+00:00,5718007,5115194
2021-12-24 00:00:00+00:00,5718007,5118254
2021-12-25 00:00:00+00:00,5718007,5121668
2021-12-26 00:00:00+00:00,5718007,5124690
2021-12-27 00:00:00+00:00,5932626,5127971
2021-12-28 00:00:00+00:00,6032297,5132277
2021-12-29 00:00:00+00:00,6133057,5138603
2021-12-30 00:00:00+00:00,6294745,5147039
2021-12-31 00:00:00+00:00,6294745,5157440
2022-01-01 00:00:00+00:00,6294745,5169855
2022-01-02 00:00:00+00:00,6294745,5181173
2022-01-03 00:00:00+00:00,6667511,5191021
2022-01-04 00:00:00+00:00,6785286,5203374
2022-01-05 00:00:00+00:00,6922466,5219633
2022-01-06 00:00:00+00:00,6922466,5242672
2022-01-07 00:00:00+00:00,7164906,5268862
2022-01-08 00:00:00+00:00,7164906,5300032
2022-01-09 00:00:00+00:00,7164906,5330662
2022-01-10 00:00:00+00:00,7457300,5357767
2022-01-11 00:00:00+00:00,7592242,5380841
2022-01-12 00:00:00+00:00,7771367,5410698
2022-01-13 00:00:00+00:00,7930528,5440981
2022-01-14 00:00:00+00:00,8093036,5475904
2022-01-15 00:00:00+00:00,8093036,5511479
2022-01-16 00:00:00+00:00,8093036,5543796
2022-01-17 00:00:00+00:00,8424503,5568068
2022-01-18 00:00:00+00:00,8518975,5596917
2022-01-19 00:00:00+00:00,8676916,5624520
2022-01-20 00:00:00+00:00,8834363,5655026
2022-01-21 00:00:00+00:00,8975458,5686065
2022-01-22 00:00:00+00:00,8975458,5714092
2022-01-23 00:00:00+00:00,8975458,5740179
2022-01-24 00:00:00+00:00,9280890,5761398
2022-01-25 00:00:00+00:00,9395767,5780910
2022-01-26 00:00:00+00:00,9529320,5798799
2022-01-27 00:00:00+00:00,9660208,5816462
2022-01-28 00:00:00+00:00,9779130,5837408
2022-01-29 00:00:00+00:00,9779130,5855858
2022-01-30 00:00:00+00:00,9779130,5871977
2022-01-31 00:00:00+00:00,9961253,5887261
2022-02-01 00:00:00+00:00,10039126,5901715
2022-02-02 00:00:00+00:00,10125348,5916825
2022-02-03 00:00:00+00:00,10199716,5930393
2022-02-04 00:00:00+00:00,10199716,5943783
2022-02-05 00:00:00+00:00,10199716,5956350
2022-02-06 00:00:00+00:00,10199716,5966706
2022-02-07 00:00:00+00:00,10395471,5975786
2022-02-08 00:00:00+00:00,10439302,5985516
2022-02-09 00:00:00+00:00,10502141,5994301
2022-02-10 00:00:00+00:00,10555196,6002570
2022-02-11 00:00:00+00:00,10604200,6007991
2022-02-12 00:00:00+00:00,10604200,6014563
2022-02-13 00:00:00+00:00,10604200,6020095
2022-02-14 00:00:00+00:00,10672906,6023257
2022-02-15 00:00:00+00:00,10707286,6026988
2022-02-16 00:00:00+00:00,10744394,6031130
2022-02-17 00:00:00+00:00,10778607,6035143
2022-02-18 00:00:00+00:00,10809222,6039163
2022-02-19 00:00:00+00:00,10809222,6043661
2022-02-20 00:00:00+00:00,10809222,6047042
2022-02-21 00:00:00+00:00,10858000,6049952
2022-02-22 00:00:00+00:00,10880193,6052126
2022-02-23 00:00:00+00:00,10914105,6054307
2022-02-24 00:00:00+00:00,10949997,6056556
2022-02-25 00:00:00+00:00,10977524,6058715
2022-02-26 00:00:00+00:00,10977524,6060793
2022-02-27 00:00:00+00:00,10977524,6062701
2022-02-28 00:00:00+00:00,10977524,6064583
2022-03-01 00:00:00+00:00,11036085,6065801
2022-03-02 00:00:00+00:00,11054888,6067023
2022-03-03 00:00:00+00:00,11078028,6068074
2022-03-04 00:00:00+00:00,11100428,6069425
2022-03-05 00:00:00+00:00,11100428,6070616
2022-03-06 00:00:00+00:00,11100428,6071704
2022-03-07 00:00:00+00:00,11136425,6072656
2022-03-08 00:00:00+00:00,11159574,6073416
2022-03-09 00:00:00+00:00,11181510,6074155
2022-03-10 00:00:00+00:00,11204125,6074874
2022-03-11 00:00:00+00:00,11223974,6075656
2022-03-12 00:00:00+00:00,11223974,6076333
2022-03-13 00:00:00+00:00,11223974,6076819
2022-03-14 00:00:00+00:00,11223974,6077288
2022-03-15 00:00:00+00:00,11260040,6077861
2022-03-16 00:00:00+00:00,11260040,6078487
2022-03-17 00:00:00+00:00,11260040,6079231
2022-03-18 00:00:00+00:00,11324637,6079896
2022-03-19 00:00:00+00:00,11324637,6080589
2022-03-20 00:00:00+00:00,11324637,6081131
2022-03-21 00:00:00+00:00,11324637,6081639
2022-03-22 00:00:00+00:00,11378784,6081933
2022-03-23 00:00:00+00:00,11378784,6082226
2022-03-24 00:00:00+00:00,11378784,6082577
2022-03-25 00:00:00+00:00,11451676,6082943
2022-03-26 00:00:00+00:00,11451676,6083291
2022-03-27 00:00:00+00:00,11451676,6083643
2022-03-28 00:00:00+00:00,11451676,6083939
2022-03-29 00:00:00+00:00,11508309,6084240
2022-03-30 00:00:00+00:00,11508309,6084551
